Post ID,Schedule Priority,Days Applied,From Time,To Time,Rate Type,Rate
549-24040,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24040,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24050,1,,,,Base Rate,1
549-24050,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24050,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24050,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24050,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24050,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24050,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24060,1,,,,Base Rate,1
549-24060,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24060,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24060,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24060,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24060,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24060,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24070,1,,,,Base Rate,1
549-24070,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24070,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24070,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24070,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24070,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24070,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24080,1,,,,Base Rate,1
549-24080,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24080,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24080,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24080,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24080,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24080,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24090,1,,,,Base Rate,1
549-24090,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24090,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24090,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24090,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24090,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24090,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24100,1,,,,Base Rate,1
549-24100,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24100,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24100,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24100,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24100,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24100,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24120,1,,,,Base Rate,1
549-24120,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24120,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24120,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24120,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24120,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24120,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24130,1,,,,Base Rate,1
549-24130,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24130,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24130,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24130,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24130,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24130,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24150,1,,,,Base Rate,1
549-24150,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24150,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24150,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24150,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24150,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24150,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24170,1,,,,Base Rate,1
549-24170,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24170,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24170,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24170,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24170,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24170,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24200,1,,,,Base Rate,1
549-24200,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24200,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24200,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24200,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24200,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24200,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24210,1,,,,Base Rate,1
549-24210,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24210,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24210,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24210,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24210,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24210,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24220,1,,,,Base Rate,1
549-24220,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24220,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24220,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24220,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24220,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24220,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24240,1,,,,Base Rate,1
549-24240,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24240,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24240,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24240,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24240,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24240,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24250,1,,,,Base Rate,1
549-24250,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24250,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24250,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24250,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24250,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24250,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24260,1,,,,Base Rate,1
549-24260,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24260,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24260,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24260,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24260,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24260,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24320,1,,,,Base Rate,1
549-24320,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24320,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24320,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24320,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24320,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24320,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24340,1,,,,Base Rate,1
549-24340,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24340,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24340,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24340,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24340,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24340,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24430,1,,,,Base Rate,1
549-24430,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24430,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24430,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24430,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24430,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24430,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
549-24450,1,,,,Base Rate,1
549-24450,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,1.25
549-24450,3,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24450,4,Sa,3:00 PM,6:00 PM,Override to Base Rate,4
549-24450,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
549-24450,6,Su,12:00 PM,3:00 PM,Override to Base Rate,3.75
549-24450,7,Su,3:00 PM,6:00 PM,Override to Base Rate,4
550-08940,1,,,,Base Rate,2
550-08950,1,,,,Base Rate,2
550-08960,1,,,,Base Rate,2
550-08970,1,,,,Base Rate,2
550-08980,1,,,,Base Rate,2
551-00280,1,,,,Base Rate,3.75
551-00290,1,,,,Base Rate,3.75
551-00310,1,,,,Base Rate,3.75
551-00330,1,,,,Base Rate,3.75
551-00360,1,,,,Base Rate,3.75
551-00370,1,,,,Base Rate,3.75
551-00380,1,,,,Base Rate,3.75
551-00390,1,,,,Base Rate,3.75
551-00400,1,,,,Base Rate,3.75
551-00410,1,,,,Base Rate,3.75
551-00420,1,,,,Base Rate,3.75
560-00010,1,,,,Base Rate,5
560-00010,2,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,2.5
560-00010,3,Sa,9:00 AM,12:00 PM,Override to Base Rate,4
560-00020,1,,,,Base Rate,5
560-00020,2,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,2.5
560-00020,3,Sa,9:00 AM,12:00 PM,Override to Base Rate,4
560-00040,1,,,,Base Rate,5
560-00040,2,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,2.5
560-00040,3,Sa,9:00 AM,12:00 PM,Override to Base Rate,4
560-00060,1,,,,Base Rate,5
560-00060,2,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,2.5
560-00060,3,Sa,9:00 AM,12:00 PM,Override to Base Rate,4
561-00011,1,,,,Base Rate,0.4
561-00012,1,,,,Base Rate,0.4
561-00013,1,,,,Base Rate,0.4
561-00014,1,,,,Base Rate,0.4
561-00015,1,,,,Base Rate,0.4
561-00016,1,,,,Base Rate,0.4
561-00017,1,,,,Base Rate,0.4
561-00018,1,,,,Base Rate,0.4
561-00019,1,,,,Base Rate,0.4
561-00020,1,,,,Base Rate,3.5
561-00040,1,,,,Base Rate,3.5
561-00060,1,,,,Base Rate,3.5
561-00071,1,,,,Base Rate,0.4
561-00072,1,,,,Base Rate,0.4
561-00073,1,,,,Base Rate,0.4
561-00074,1,,,,Base Rate,0.4
561-00075,1,,,,Base Rate,0.4
561-00078,1,,,,Base Rate,0.4
561-00079,1,,,,Base Rate,0.4
561-00120,1,,,,Base Rate,0.4
561-00121,1,,,,Base Rate,0.4
561-00122,1,,,,Base Rate,0.4
561-00123,1,,,,Base Rate,0.4
561-00124,1,,,,Base Rate,0.4
561-00125,1,,,,Base Rate,0.4
561-00126,1,,,,Base Rate,0.4
561-00127,1,,,,Base Rate,0.4
561-00128,1,,,,Base Rate,0.4
561-00129,1,,,,Base Rate,0.4
561-00131,1,,,,Base Rate,0.4
561-00132,1,,,,Base Rate,0.4
561-00133,1,,,,Base Rate,0.4
561-00134,1,,,,Base Rate,0.4
561-00135,1,,,,Base Rate,0.4
561-00136,1,,,,Base Rate,0.4
561-00137,1,,,,Base Rate,0.4
561-00138,1,,,,Base Rate,0.4
561-00140,1,,,,Base Rate,0.4
561-00141,1,,,,Base Rate,0.4
561-00142,1,,,,Base Rate,0.4
561-00143,1,,,,Base Rate,0.4
561-00144,1,,,,Base Rate,0.4
561-00145,1,,,,Base Rate,0.4
561-00146,1,,,,Base Rate,0.4
561-00147,1,,,,Base Rate,0.4
561-00148,1,,,,Base Rate,0.4
561-00149,1,,,,Base Rate,0.4
561-00160,1,,,,Base Rate,0.4
561-00161,1,,,,Base Rate,0.4
561-00162,1,,,,Base Rate,0.4
561-00163,1,,,,Base Rate,0.4
561-00164,1,,,,Base Rate,0.4
561-00165,1,,,,Base Rate,0.4
561-00166,1,,,,Base Rate,0.4
561-00167,1,,,,Base Rate,0.4
561-00168,1,,,,Base Rate,0.4
561-00169,1,,,,Base Rate,0.4
561-00180,1,,,,Base Rate,0.4
561-00181,1,,,,Base Rate,0.4
561-00182,1,,,,Base Rate,0.4
561-00183,1,,,,Base Rate,0.4
561-00184,1,,,,Base Rate,0.4
561-00185,1,,,,Base Rate,0.4
561-00186,1,,,,Base Rate,0.4
561-00187,1,,,,Base Rate,0.4
561-00188,1,,,,Base Rate,0.4
561-00189,1,,,,Base Rate,0.4
561-00191,1,,,,Base Rate,0.4
561-00192,1,,,,Base Rate,0.4
561-00193,1,,,,Base Rate,0.4
561-00194,1,,,,Base Rate,0.4
561-00195,1,,,,Base Rate,0.4
561-00196,1,,,,Base Rate,0.4
561-00197,1,,,,Base Rate,0.4
561-00198,1,,,,Base Rate,0.4
561-00199,1,,,,Base Rate,0.4
561-00251,1,,,,Base Rate,0.4
561-00252,1,,,,Base Rate,0.4
561-00253,1,,,,Base Rate,0.4
561-00254,1,,,,Base Rate,0.4
561-00255,1,,,,Base Rate,0.4
561-00256,1,,,,Base Rate,0.4
561-00257,1,,,,Base Rate,0.4
561-00258,1,,,,Base Rate,0.4
561-00259,1,,,,Base Rate,0.4
561-00310,1,,,,Base Rate,0.4
561-00311,1,,,,Base Rate,0.4
561-00312,1,,,,Base Rate,0.4
561-00313,1,,,,Base Rate,0.4
561-00314,1,,,,Base Rate,0.4
561-00315,1,,,,Base Rate,0.4
561-00316,1,,,,Base Rate,0.4
561-00317,1,,,,Base Rate,0.4
561-00318,1,,,,Base Rate,0.4
561-00319,1,,,,Base Rate,0.4
561-00371,1,,,,Base Rate,0.4
561-00372,1,,,,Base Rate,0.4
561-00373,1,,,,Base Rate,0.4
561-00374,1,,,,Base Rate,0.4
561-00375,1,,,,Base Rate,0.4
561-00376,1,,,,Base Rate,0.4
561-00377,1,,,,Base Rate,0.4
561-00400,1,,,,Base Rate,3.5
561-00420,1,,,,Base Rate,3.5
561-00440,1,,,,Base Rate,3.5
561-00460,1,,,,Base Rate,3.5
561-00540,1,,,,Base Rate,3.5
561-00560,1,,,,Base Rate,3.5
561-01010,1,,,,Base Rate,3.5
561-01030,1,,,,Base Rate,3.5
561-01050,1,,,,Base Rate,3.5
561-01060,1,,,,Base Rate,3.5
561-01080,1,,,,Base Rate,3.5
561-01100,1,,,,Base Rate,3.5
561-01140,1,,,,Base Rate,3.5
561-01160,1,,,,Base Rate,3.5
561-01180,1,,,,Base Rate,3.5
561-01200,1,,,,Base Rate,3.5
561-01220,1,,,,Base Rate,3.5
561-01240,1,,,,Base Rate,3.5
561-01260,1,,,,Base Rate,3.5
561-01280,1,,,,Base Rate,3.5
561-01290,1,,,,Base Rate,3.5
561-01300,1,,,,Base Rate,3.5
561-01340,1,,,,Base Rate,3.5
561-01360,1,,,,Base Rate,3.5
561-01440,1,,,,Base Rate,3.5
561-01460,1,,,,Base Rate,3.5
561-01480,1,,,,Base Rate,3.5
561-01500,1,,,,Base Rate,3.5
561-01540,1,,,,Base Rate,3.5
561-01560,1,,,,Base Rate,3.5
561-01580,1,,,,Base Rate,3.5
561-01590,1,,,,Base Rate,3.5
561-01610,1,,,,Base Rate,3.5
561-01630,1,,,,Base Rate,3.5
561-02021,1,,,,Base Rate,0.5
561-02022,1,,,,Base Rate,0.5
561-02023,1,,,,Base Rate,0.5
561-02024,1,,,,Base Rate,0.5
561-02025,1,,,,Base Rate,0.5
561-02026,1,,,,Base Rate,0.5
561-02027,1,,,,Base Rate,0.5
561-02028,1,,,,Base Rate,0.5
561-02041,1,,,,Base Rate,0.5
561-02042,1,,,,Base Rate,0.5
561-02043,1,,,,Base Rate,0.5
561-02044,1,,,,Base Rate,0.5
561-02045,1,,,,Base Rate,0.5
561-02046,1,,,,Base Rate,0.5
561-02047,1,,,,Base Rate,0.5
561-02048,1,,,,Base Rate,0.5
561-02061,1,,,,Base Rate,0.5
561-02062,1,,,,Base Rate,0.5
561-02063,1,,,,Base Rate,0.5
561-02064,1,,,,Base Rate,0.5
561-02065,1,,,,Base Rate,0.5
561-02066,1,,,,Base Rate,0.5
561-02067,1,,,,Base Rate,0.5
561-02068,1,,,,Base Rate,0.5
561-02081,1,,,,Base Rate,0.5
561-02082,1,,,,Base Rate,0.5
561-02083,1,,,,Base Rate,0.5
561-02084,1,,,,Base Rate,0.5
561-02085,1,,,,Base Rate,0.5
561-02086,1,,,,Base Rate,0.5
561-02087,1,,,,Base Rate,0.5
561-02088,1,,,,Base Rate,0.5
561-02101,1,,,,Base Rate,0.5
561-02102,1,,,,Base Rate,0.5
561-02103,1,,,,Base Rate,0.5
561-02104,1,,,,Base Rate,0.5
561-02105,1,,,,Base Rate,0.5
561-02106,1,,,,Base Rate,0.5
561-02107,1,,,,Base Rate,0.5
561-02108,1,,,,Base Rate,0.5
561-02121,1,,,,Base Rate,0.5
561-02122,1,,,,Base Rate,0.5
561-02123,1,,,,Base Rate,0.5
561-02124,1,,,,Base Rate,0.5
561-02125,1,,,,Base Rate,0.5
561-02126,1,,,,Base Rate,0.5
561-02127,1,,,,Base Rate,0.5
561-02128,1,,,,Base Rate,0.5
561-02150,1,,,,Base Rate,0.5
561-02151,1,,,,Base Rate,0.5
561-02152,1,,,,Base Rate,0.5
561-02153,1,,,,Base Rate,0.5
561-02154,1,,,,Base Rate,0.5
561-02155,1,,,,Base Rate,0.5
561-02156,1,,,,Base Rate,0.5
561-02157,1,,,,Base Rate,0.5
561-02158,1,,,,Base Rate,0.5
561-02159,1,,,,Base Rate,0.5
561-02170,1,,,,Base Rate,0.5
561-02171,1,,,,Base Rate,0.5
561-02172,1,,,,Base Rate,0.5
561-02173,1,,,,Base Rate,0.5
561-02174,1,,,,Base Rate,0.5
561-02175,1,,,,Base Rate,0.5
561-02176,1,,,,Base Rate,0.5
561-02177,1,,,,Base Rate,0.5
561-02178,1,,,,Base Rate,0.5
561-02179,1,,,,Base Rate,0.5
561-02190,1,,,,Base Rate,0.5
561-02191,1,,,,Base Rate,0.5
561-02192,1,,,,Base Rate,0.5
561-02193,1,,,,Base Rate,0.5
561-02194,1,,,,Base Rate,0.5
561-02195,1,,,,Base Rate,0.5
561-02196,1,,,,Base Rate,0.5
561-02197,1,,,,Base Rate,0.5
561-02198,1,,,,Base Rate,0.5
561-02199,1,,,,Base Rate,0.5
561-02200,1,,,,Base Rate,3.5
561-02210,1,,,,Base Rate,0.5
561-02211,1,,,,Base Rate,0.5
561-02212,1,,,,Base Rate,0.5
561-02213,1,,,,Base Rate,0.5
561-02214,1,,,,Base Rate,0.5
561-02215,1,,,,Base Rate,0.5
561-02216,1,,,,Base Rate,0.5
561-02217,1,,,,Base Rate,0.5
561-02218,1,,,,Base Rate,0.5
561-02219,1,,,,Base Rate,0.5
561-02230,1,,,,Base Rate,3.5
561-02270,1,,,,Base Rate,3.5
561-02280,1,,,,Base Rate,3.5
561-02290,1,,,,Base Rate,3.5
561-02300,1,,,,Base Rate,3.5
561-02320,1,,,,Base Rate,3.5
561-02330,1,,,,Base Rate,3.5
561-02340,1,,,,Base Rate,3.5
561-02350,1,,,,Base Rate,3.5
561-02360,1,,,,Base Rate,3.5
561-02440,1,,,,Base Rate,3.5
561-02460,1,,,,Base Rate,3.5
561-02480,1,,,,Base Rate,3.5
561-03030,1,,,,Base Rate,0.25
561-03030,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03030,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03030,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03030,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03030,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03030,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03030,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03050,1,,,,Base Rate,0.25
561-03050,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03050,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03050,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03050,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03050,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03050,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03050,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03070,1,,,,Base Rate,0.25
561-03070,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03070,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03070,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03070,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03070,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03070,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03070,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03090,1,,,,Base Rate,0.25
561-03090,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03090,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03090,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03090,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03090,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03090,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03090,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03160,1,,,,Base Rate,3.5
561-03170,1,,,,Base Rate,0.25
561-03170,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03170,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03170,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03170,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03170,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03170,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03170,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03180,1,,,,Base Rate,3.5
561-03190,1,,,,Base Rate,0.25
561-03190,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03190,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03190,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03190,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03190,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03190,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03190,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03200,1,,,,Base Rate,3.5
561-03210,1,,,,Base Rate,0.25
561-03210,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03210,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03210,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03210,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03210,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03210,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03210,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03220,1,,,,Base Rate,3.5
561-03240,1,,,,Base Rate,3.5
561-03260,1,,,,Base Rate,3.5
561-03280,1,,,,Base Rate,3.5
561-03290,1,,,,Base Rate,0.25
561-03290,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03290,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03290,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03290,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03290,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03290,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03290,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03370,1,,,,Base Rate,0.25
561-03370,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03370,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03370,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03370,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03370,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
561-03370,7,Su,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03370,8,Su,3:00 PM,6:00 PM,Override to Base Rate,1
561-03390,1,,,,Base Rate,0.25
561-03390,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2.25
561-03390,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,4.25
561-03390,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
561-03390,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,0.5
561-03390,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,1
